Year, Month,  Highest, MHHW, MHW, MSL, MTL, MLW, MLLW, DTL, GT, MN, DHQ, DLQ, HWI, LWI, Lowest, Inferred 
1977,10,2.203,1.565,1.474,0.075,0.066,-1.342,-1.437,0.063,3.002,2.816,0.091,0.094,3.580,9.710,-1.888,0
1977,11,2.200,1.568,1.437,0.048,0.041,-1.355,-1.458,0.057,3.027,2.792,0.131,0.104,3.500,9.670,-1.952,0
1977,12,2.121,1.578,1.453,0.066,0.057,-1.336,-1.461,0.060,3.039,2.789,0.125,0.125,3.510,9.630,-2.479,0
1978,1,2.742,,1.440,0.017,0.008,-1.425,,,,2.865,,,3.490,9.630,-2.284,0
1978,2,2.800,1.706,1.572,0.100,0.088,-1.394,-1.467,0.121,3.173,2.966,0.134,0.073,3.490,9.650,-1.985,0
1978,3,1.950,1.514,1.410,-0.031,-0.043,-1.494,-1.571,-0.028,3.085,2.905,0.104,0.076,3.430,9.620,-2.198,0
1978,4,1.996,1.587,1.495,0.057,0.041,-1.412,-1.510,0.038,3.097,2.908,0.091,0.098,3.530,9.680,-1.927,0
1978,5,2.081,1.578,1.483,0.035,0.017,-1.446,-1.547,0.014,3.124,2.929,0.094,0.101,3.560,9.670,-2.037,0
1978,6,2.117,,1.462,0.035,0.017,-1.428,,,,2.890,,,3.630,9.760,-2.053,0
1978,7,2.063,1.565,1.434,0.038,0.011,-1.412,-1.510,0.026,3.075,2.847,0.131,0.098,3.670,9.830,-2.122,0
1978,8,2.130,1.550,1.434,0.078,0.023,-1.388,-1.473,0.038,3.024,2.822,0.116,0.085,3.640,9.890,-2.003,0
1978,9,1.916,1.508,1.431,0.057,0.029,-1.370,-1.452,0.026,2.960,2.801,0.076,0.082,3.620,9.810,-1.903,0
1978,10,1.947,1.477,1.401,0.008,-0.001,-1.403,-1.504,-0.013,2.981,2.804,0.076,0.101,3.530,9.720,-1.884,0
1978,11,2.105,1.514,1.410,0.005,-0.004,-1.416,-1.540,-0.013,3.054,2.825,0.104,0.125,3.490,9.670,-2.022,0
1978,12,2.069,1.584,1.447,0.002,-0.004,-1.452,-1.589,-0.004,3.173,2.899,0.137,0.137,3.420,9.620,-2.140,0
1979,1,2.465,1.669,1.529,0.051,0.044,-1.437,-1.544,0.063,3.213,2.966,0.140,0.107,3.410,9.590,-2.107,0
1979,2,,1.527,1.395,-0.029,-0.038,-1.470,-1.546,-0.010,3.072,2.865,0.131,0.076,,,,11
1979,3,2.075,1.523,1.420,-0.043,-0.059,-1.534,-1.607,-0.040,3.130,2.954,0.104,0.073,3.450,9.610,-2.125,0
1979,4,2.120,1.565,1.459,0.023,0.011,-1.437,-1.537,0.014,3.103,2.896,0.107,0.101,3.500,9.640,-1.842,0
1979,5,1.944,1.547,1.422,0.005,-0.004,-1.431,-1.550,-0.001,3.097,2.853,0.125,0.116,3.520,9.670,-1.836,0
1979,6,2.051,1.559,1.431,0.017,0.008,-1.419,-1.540,0.011,3.100,2.847,0.131,0.122,3.530,9.690,-2.000,0
1979,7,1.999,1.572,1.435,0.036,0.024,-1.385,-1.485,0.045,3.060,2.819,0.140,0.101,3.540,9.710,-1.997,0
1979,8,2.118,1.584,1.453,0.044,0.029,-1.394,-1.470,0.057,3.054,2.847,0.131,0.079,3.540,9.710,-2.028,0
1979,9,2.212,1.541,1.416,0.002,-0.010,-1.437,-1.528,0.008,3.069,2.856,0.125,0.091,3.570,9.720,-1.997,0
1979,10,2.203,1.550,1.440,0.026,0.011,-1.416,-1.489,0.029,3.039,2.856,0.110,0.073,3.540,9.700,-2.086,0
1979,11,1.926,1.498,1.386,-0.041,-0.053,-1.489,-1.589,-0.047,3.088,2.874,0.113,0.101,3.560,9.710,-2.052,0
1979,12,1.825,1.495,1.343,-0.080,-0.090,-1.522,-1.641,-0.074,3.136,2.865,0.152,0.119,3.620,9.790,-2.043,0
1980,1,2.084,1.504,1.340,-0.071,-0.080,-1.501,-1.592,-0.044,3.094,2.841,0.165,0.091,3.650,9.830,-2.192,0
1980,2,2.136,1.526,1.395,-0.035,-0.047,-1.486,-1.550,-0.010,3.075,2.880,0.131,0.064,3.500,9.700,-2.195,0
1980,3,2.154,1.477,1.364,-0.068,-0.084,-1.528,-1.608,-0.065,3.088,2.890,0.116,0.082,3.430,9.660,-2.397,0
1980,4,2.069,1.526,1.434,-0.004,-0.016,-1.464,-1.547,-0.010,3.072,2.899,0.091,0.082,3.510,9.700,-2.211,0
1980,5,2.060,1.596,1.481,0.060,0.051,-1.378,-1.488,0.054,3.082,2.862,0.116,0.107,3.550,9.690,-2.049,0
1980,6,1.910,1.581,1.453,0.035,0.023,-1.406,-1.534,0.023,3.115,2.859,0.128,0.128,3.520,9.690,-2.037,0
1980,7,1.990,1.609,1.474,0.036,0.027,-1.424,-1.522,0.045,3.130,2.899,0.134,0.098,3.510,9.680,-1.845,0
1980,8,1.929,1.581,1.477,0.023,0.014,-1.449,-1.510,0.035,3.091,2.926,0.107,0.058,3.520,9.660,-1.939,0
1980,9,2.093,1.502,1.407,-0.010,-0.019,-1.449,-1.510,-0.004,3.011,2.853,0.094,0.064,3.570,9.710,-2.049,0
1980,10,2.316,1.496,1.392,-0.010,-0.019,-1.433,-1.525,-0.016,3.021,2.822,0.104,0.091,3.500,9.660,-2.211,0
1980,11,2.154,1.520,1.404,-0.004,-0.010,-1.425,-1.553,-0.016,3.072,2.829,0.113,0.131,3.440,9.620,-2.089,0
1980,12,1.880,1.438,1.298,-0.077,-0.086,-1.470,-1.598,-0.080,3.036,2.771,0.137,0.128,3.560,9.760,-2.235,0
1981,1,1.868,1.453,1.300,-0.068,-0.077,-1.455,-1.577,-0.062,3.030,2.755,0.152,0.122,3.630,9.800,-1.988,0
1981,2,2.081,1.486,1.358,-0.071,-0.080,-1.519,-1.608,-0.062,3.094,2.880,0.125,0.088,3.530,9.680,-2.192,0
1981,3,2.255,1.562,1.459,0.063,0.054,-1.352,-1.440,0.060,3.002,2.813,0.101,0.088,3.580,9.750,-1.909,0
1981,4,1.919,1.437,1.340,-0.068,-0.080,-1.498,-1.611,-0.087,3.048,2.835,0.098,0.113,3.400,9.590,-2.290,0
1981,5,2.075,1.553,1.453,0.017,0.008,-1.440,-1.556,-0.001,3.109,2.890,0.101,0.119,3.480,9.650,-2.150,0
1981,6,2.148,1.636,1.495,0.063,0.054,-1.388,-1.513,0.060,3.149,2.883,0.140,0.128,3.600,9.780,-2.092,0
1981,7,1.947,1.584,1.440,0.014,0.008,-1.425,-1.540,0.023,3.124,2.865,0.146,0.116,3.570,9.720,-2.159,0
1981,8,1.779,1.532,1.410,0.011,0.002,-1.406,-1.507,0.014,3.039,2.816,0.122,0.098,3.660,9.810,-1.869,0
1981,9,1.892,1.559,1.456,0.072,0.066,-1.324,-1.400,0.078,2.963,2.780,0.104,0.079,3.560,9.760,-1.763,0
1981,10,2.014,1.459,1.349,-0.007,-0.013,-1.379,-1.476,-0.007,2.938,2.728,0.110,0.101,3.470,9.650,-2.043,0
1981,11,2.057,1.532,1.413,0.051,0.048,-1.318,-1.455,0.038,2.987,2.731,0.119,0.137,3.530,9.670,-2.122,0
1981,12,2.258,1.562,1.425,0.044,0.038,-1.345,-1.476,0.044,3.042,2.771,0.140,0.131,3.490,9.640,-2.080,0
1982,1,2.321,1.477,1.315,-0.068,-0.074,-1.461,-1.562,-0.041,3.042,2.777,0.165,0.101,3.470,9.610,-2.062,0
1982,2,1.791,1.416,1.285,-0.108,-0.114,-1.513,-1.592,-0.090,3.008,2.798,0.131,0.079,3.500,9.650,-2.138,0
1982,3,1.825,1.413,1.294,-0.099,-0.111,-1.513,-1.598,-0.093,3.011,2.810,0.116,0.085,3.510,9.660,-2.162,0
1982,4,1.840,1.422,1.315,-0.093,-0.102,-1.522,-1.632,-0.105,3.054,2.838,0.104,0.110,3.450,9.600,-2.123,0
1982,5,2.026,1.489,1.389,-0.023,-0.026,-1.440,-1.556,-0.032,3.045,2.829,0.104,0.116,3.630,9.730,-2.068,0
1982,6,2.135,1.596,1.468,0.063,0.060,-1.348,-1.464,0.066,3.060,2.816,0.128,0.113,3.620,9.720,-2.010,0
1982,7,2.105,1.529,1.386,0.014,0.005,-1.379,-1.492,0.017,3.021,2.765,0.143,0.113,3.610,9.790,-1.955,0
1982,8,1.919,1.498,1.361,0.008,-0.001,-1.364,-1.455,0.020,2.954,2.725,0.137,0.091,3.600,9.760,-1.958,0
1982,9,1.855,1.440,1.328,-0.026,-0.035,-1.397,-1.480,-0.020,2.920,2.725,0.113,0.082,3.490,9.640,-1.803,0
1982,10,1.937,1.501,1.410,0.035,0.026,-1.355,-1.446,0.029,2.947,2.765,0.094,0.091,3.440,9.600,-1.784,0
1982,11,1.968,1.431,1.306,-0.068,-0.077,-1.464,-1.598,-0.084,3.033,2.771,0.125,0.137,3.440,9.620,-1.867,0
1982,12,1.995,1.508,1.364,-0.035,-0.041,-1.446,-1.583,-0.038,3.091,2.810,0.143,0.137,3.450,9.640,-2.174,0
1983,1,2.129,1.511,1.361,-0.047,-0.056,-1.470,-1.592,-0.041,3.106,2.832,0.149,0.122,3.440,9.620,-2.171,0
1983,2,2.068,1.541,1.413,0.029,0.020,-1.373,-1.461,0.041,3.002,2.786,0.128,0.088,3.450,9.640,-2.077,0
1983,3,2.093,1.602,1.492,0.081,0.069,-1.355,-1.440,0.081,3.042,2.847,0.110,0.085,3.520,9.660,-2.019,0
1983,4,2.013,1.599,1.480,0.084,0.069,-1.339,-1.452,0.075,3.051,2.819,0.119,0.113,3.540,9.690,-1.766,0
1983,5,1.968,1.559,1.425,0.057,0.054,-1.321,-1.464,0.048,3.021,2.746,0.131,0.143,3.690,9.840,-1.766,0
1983,6,2.001,1.544,1.392,0.014,0.029,-1.333,-1.467,0.038,3.014,2.725,0.152,0.134,3.740,9.850,-1.925,0
1983,7,2.096,1.572,1.422,0.054,0.051,-1.324,-1.443,0.066,3.014,2.746,0.149,0.119,3.560,9.720,-1.967,0
1983,8,2.148,1.553,1.407,0.041,0.032,-1.345,-1.440,0.057,2.993,2.755,0.143,0.091,3.590,9.730,-1.995,0
1983,9,2.071,1.511,1.379,0.011,-0.001,-1.379,-1.483,0.014,2.993,2.758,0.131,0.104,3.580,9.740,-1.955,0
1983,10,2.099,1.504,1.386,0.035,0.023,-1.339,-1.455,0.023,2.960,2.725,0.119,0.119,3.530,9.650,-1.912,0
1983,11,2.248,1.617,1.480,0.105,0.099,-1.281,-1.400,0.108,3.018,2.758,0.140,0.119,3.630,9.760,-1.775,0
1983,12,2.050,1.526,1.364,-0.010,-0.020,-1.400,-1.522,0.002,3.048,2.765,0.162,0.119,3.610,9.730,-2.046,0
1984,1,2.053,1.440,1.270,-0.080,-0.087,-1.443,-1.550,-0.053,2.993,2.713,0.171,0.107,3.570,9.710,-2.208,0
1984,2,2.120,1.486,1.331,-0.035,-0.041,-1.412,-1.510,-0.013,2.993,2.746,0.152,0.094,3.530,9.710,-1.970,0
1984,3,2.038,1.498,1.358,0.002,-0.007,-1.370,-1.458,0.020,2.957,2.728,0.140,0.088,3.540,9.720,-2.135,0
1984,4,2.190,1.593,1.477,0.096,0.087,-1.303,-1.388,0.102,2.981,2.780,0.116,0.085,3.570,9.690,-1.885,0
1984,5,1.904,1.526,1.389,0.017,0.008,-1.373,-1.492,0.017,3.021,2.761,0.137,0.122,3.620,9.730,-1.943,0
1984,6,1.977,1.565,1.407,0.048,0.029,-1.348,-1.473,0.044,3.039,2.755,0.158,0.125,3.640,9.770,-1.888,0
1984,7,1.867,1.538,1.386,-0.007,-0.016,-1.419,-1.531,0.005,3.069,2.804,0.152,0.113,3.560,9.710,-1.925,0
1984,8,1.956,1.562,1.434,0.038,0.029,-1.376,-1.452,0.054,3.014,2.810,0.128,0.076,3.510,9.690,-1.961,0
1984,9,1.950,1.465,1.346,-0.016,-0.026,-1.397,-1.483,-0.007,2.947,2.743,0.119,0.085,3.520,9.690,-2.125,0
1984,10,2.020,1.480,1.367,0.026,0.014,-1.336,-1.437,0.020,2.917,2.704,0.113,0.101,3.520,9.680,-2.092,0
1984,11,1.919,1.492,1.358,0.032,0.026,-1.303,-1.434,0.029,2.926,2.661,0.134,0.131,3.490,9.680,-2.089,0
1984,12,2.032,1.416,1.251,-0.056,-0.065,-1.382,-1.513,-0.050,2.932,2.633,0.165,0.134,3.570,9.750,-2.046,0
1985,1,1.919,1.440,1.288,-0.020,-0.029,-1.342,-1.458,-0.010,2.899,2.630,0.152,0.116,3.540,9.700,-2.080,0
1985,2,1.990,1.450,1.300,-0.068,-0.074,-1.449,-1.537,-0.044,2.987,2.749,0.149,0.091,3.470,9.670,-2.031,0
1985,3,1.822,1.379,1.258,-0.074,-0.090,-1.440,-1.513,-0.068,2.893,2.697,0.122,0.073,3.510,9.700,-2.110,0
1985,4,2.078,1.428,1.319,-0.038,-0.047,-1.416,-1.540,-0.056,2.966,2.734,0.107,0.125,3.490,9.670,-2.095,0
1985,5,2.127,1.523,1.398,0.026,0.011,-1.373,-1.507,0.008,3.030,2.771,0.125,0.134,3.550,9.710,-2.119,0
1985,6,1.995,1.553,1.404,0.026,0.017,-1.367,-1.516,0.020,3.069,2.771,0.149,0.149,3.600,9.760,-1.998,0
1985,7,1.928,1.547,1.373,0.008,-0.004,-1.379,-1.516,0.014,3.066,2.752,0.177,0.140,3.650,9.770,-1.903,0
1985,8,1.809,1.477,1.337,-0.007,-0.016,-1.370,-1.470,0.002,2.947,2.707,0.140,0.104,3.610,9.770,-1.772,0
1985,9,1.703,1.447,1.325,-0.016,-0.023,-1.370,-1.473,-0.013,2.920,2.694,0.119,0.104,3.660,9.810,-1.915,0
1985,10,2.111,1.422,1.291,-0.044,-0.050,-1.391,-1.504,-0.041,2.926,2.682,0.131,0.113,3.620,9.800,-2.104,0
1985,11,2.026,1.462,1.322,0.005,-0.004,-1.327,-1.464,-0.001,2.929,2.649,0.143,0.137,3.600,9.760,-2.101,0
1985,12,2.224,1.459,1.297,-0.016,-0.026,-1.345,-1.492,-0.016,2.950,2.643,0.165,0.146,3.540,9.710,-1.952,0
1986,1,1.968,1.413,1.245,-0.108,-0.117,-1.480,-1.608,-0.096,3.024,2.725,0.171,0.128,3.570,9.700,-2.141,0
1986,2,1.840,1.486,1.334,-0.026,-0.035,-1.406,-1.510,-0.010,2.996,2.740,0.152,0.104,3.540,9.700,-1.964,0
1986,3,1.693,1.398,1.261,-0.099,-0.108,-1.480,-1.589,-0.096,2.987,2.740,0.134,0.110,3.520,9.680,-2.056,0
1986,4,2.105,1.529,1.404,0.044,0.035,-1.330,-1.461,0.032,2.990,2.734,0.125,0.131,3.550,9.670,-1.976,0
1986,5,2.126,1.556,1.422,0.054,0.038,-1.345,-1.480,0.038,3.036,2.768,0.131,0.134,3.550,9.710,-2.053,0
1986,6,2.117,1.514,1.361,-0.001,-0.010,-1.385,-1.516,-0.001,3.030,2.749,0.152,0.131,3.600,9.740,-2.043,0
1986,7,2.099,1.514,1.358,0.026,0.017,-1.327,-1.446,0.032,2.960,2.685,0.155,0.119,3.660,9.820,-1.973,0
1986,8,1.922,1.462,1.312,-0.001,-0.010,-1.336,-1.443,0.011,2.905,2.649,0.149,0.107,3.650,9.790,-1.876,0
1986,9,1.687,1.437,1.300,-0.013,-0.020,-1.342,-1.431,0.002,2.868,2.640,0.137,0.088,3.560,9.740,-1.769,0
1986,10,1.831,1.447,1.325,0.014,0.008,-1.309,-1.416,0.014,2.865,2.630,0.125,0.110,3.570,9.720,-1.958,0
1986,11,1.968,1.444,1.288,-0.047,-0.053,-1.394,-1.531,-0.044,2.975,2.682,0.155,0.137,3.540,9.680,-1.961,0
1986,12,2.382,1.477,1.297,-0.059,-0.062,-1.425,-1.574,-0.050,3.051,2.719,0.180,0.152,3.530,9.700,-2.150,0
1987,1,2.498,1.602,1.416,0.026,0.020,-1.376,-1.501,0.051,3.103,2.792,0.186,0.125,3.510,9.650,-2.053,0
1987,2,1.828,1.404,1.261,-0.084,-0.090,-1.437,-1.531,-0.065,2.935,2.697,0.140,0.094,3.520,9.700,-2.123,0
1987,3,2.007,1.517,1.398,0.020,0.014,-1.373,-1.473,0.023,2.990,2.771,0.119,0.101,3.580,9.720,-1.943,0
1987,4,1.977,1.553,1.422,0.069,0.060,-1.303,-1.428,0.063,2.981,2.725,0.131,0.125,3.600,9.730,-1.760,0
1987,5,1.858,1.456,1.303,-0.023,-0.029,-1.361,-1.507,-0.026,2.963,2.664,0.152,0.146,3.570,9.710,-2.065,0
1987,6,2.020,1.532,1.361,0.035,0.029,-1.306,-1.443,0.044,2.972,2.667,0.168,0.137,3.610,9.780,-1.979,0
1987,7,2.099,1.523,1.361,0.032,0.023,-1.312,-1.434,0.044,2.957,2.673,0.162,0.122,3.590,9.780,-1.928,0
1987,8,2.099,1.504,1.349,0.014,0.002,-1.342,-1.440,0.032,2.944,2.691,0.155,0.098,3.530,9.710,-1.915,0
1987,9,1.864,1.483,1.334,-0.007,-0.016,-1.364,-1.464,0.011,2.947,2.697,0.149,0.101,3.610,9.770,-1.998,0
1987,10,1.873,1.456,1.315,-0.020,-0.032,-1.376,-1.501,-0.023,2.957,2.691,0.140,0.125,3.600,9.790,-1.903,0
1987,11,1.916,1.447,1.312,-0.023,-0.038,-1.388,-1.519,-0.035,2.966,2.701,0.134,0.134,3.570,9.750,-1.946,0
1987,12,2.004,1.553,1.376,0.041,0.038,-1.303,-1.428,0.063,2.981,2.679,0.177,0.125,3.620,9.770,-1.879,0
1988,1,2.099,1.376,1.200,-0.111,-0.117,-1.437,-1.525,-0.074,2.902,2.637,0.177,0.088,3.610,9.750,-1.961,0
1988,2,2.007,1.447,1.273,-0.044,-0.056,-1.385,-1.467,-0.010,2.914,2.658,0.174,0.082,3.550,9.700,-2.123,0
1988,3,1.876,1.355,1.215,-0.099,-0.105,-1.428,-1.498,-0.071,2.853,2.646,0.140,0.070,3.590,9.750,-2.095,0
1988,4,2.004,1.538,1.410,0.072,0.066,-1.278,-1.373,0.084,2.908,2.685,0.128,0.094,3.590,9.750,-1.882,0
1988,5,1.806,1.483,1.322,-0.007,-0.013,-1.352,-1.476,0.002,2.963,2.673,0.162,0.128,3.630,9.770,-1.842,0
1988,6,1.992,1.559,1.376,0.038,0.032,-1.315,-1.452,0.054,3.011,2.691,0.183,0.137,3.590,9.740,-1.720,0
1988,7,1.986,1.517,1.346,-0.013,-0.026,-1.397,-1.507,0.005,3.024,2.743,0.171,0.110,3.590,9.720,-1.915,0
1988,8,1.977,1.520,1.379,0.002,-0.007,-1.394,-1.467,0.026,2.987,2.774,0.140,0.073,3.640,9.790,-1.970,0
1988,9,1.873,1.450,1.325,-0.020,-0.029,-1.379,-1.467,-0.007,2.917,2.704,0.125,0.088,3.570,9.720,-2.062,0
1988,10,2.077,1.465,1.328,-0.004,-0.013,-1.352,-1.470,-0.001,2.935,2.679,0.137,0.119,3.530,9.670,-1.894,0
1988,11,1.882,1.456,1.303,-0.013,-0.020,-1.339,-1.458,-0.001,2.914,2.643,0.152,0.119,3.580,9.740,-1.940,0
1988,12,1.840,1.404,1.248,-0.068,-0.074,-1.394,-1.504,-0.050,2.908,2.640,0.155,0.110,3.600,9.740,-1.946,0
1989,1,1.879,1.395,1.233,-0.077,-0.090,-1.412,-1.495,-0.050,2.890,2.643,0.162,0.085,3.600,9.740,-2.141,0
1989,2,1.861,1.407,1.245,-0.114,-0.114,-1.473,-1.583,-0.090,2.990,2.719,0.162,0.110,3.540,9.720,-2.168,0
1989,3,1.782,1.315,1.181,-0.129,-0.141,-1.464,-1.544,-0.114,2.856,2.646,0.134,0.076,3.560,9.730,-2.199,0
1989,4,2.151,1.413,1.282,-0.065,-0.080,-1.443,-1.547,-0.068,2.960,2.725,0.131,0.104,3.530,9.690,-2.168,0
1989,5,1.956,1.489,1.364,-0.001,-0.013,-1.391,-1.519,-0.013,3.008,2.752,0.128,0.128,3.580,9.710,-2.071,0
1989,6,1.998,1.568,1.395,0.023,0.014,-1.367,-1.498,0.035,3.066,2.758,0.177,0.131,3.570,9.690,-1.879,0
1989,7,1.821,1.511,1.346,-0.010,-0.016,-1.379,-1.504,0.005,3.018,2.728,0.165,0.125,3.610,9.770,-1.797,0
1989,8,1.791,1.495,1.355,0.008,-0.001,-1.355,-1.455,0.020,2.950,2.710,0.140,0.101,3.590,9.740,-1.918,0
1989,9,1.965,1.437,1.322,-0.020,-0.029,-1.379,-1.470,-0.016,2.908,2.701,0.116,0.091,3.590,9.760,-1.885,0
1989,10,1.971,1.428,1.319,-0.016,-0.023,-1.361,-1.473,-0.023,2.902,2.679,0.110,0.113,3.600,9.780,-2.114,0
1989,11,2.077,1.480,1.312,-0.013,-0.020,-1.355,-1.486,-0.001,2.966,2.667,0.168,0.131,3.580,9.740,-2.156,0
1989,12,1.986,1.416,1.242,-0.108,-0.111,-1.464,-1.589,-0.087,3.005,2.707,0.174,0.125,3.510,9.660,-2.114,0
1990,1,2.084,1.425,1.264,-0.099,-0.105,-1.476,-1.592,-0.084,3.018,2.740,0.162,0.116,3.600,9.690,-1.943,0
1990,2,1.794,1.389,1.227,-0.111,-0.123,-1.476,-1.559,-0.087,2.947,2.701,0.162,0.085,3.560,9.740,-2.150,0
1990,3,1.706,1.367,1.236,-0.138,-0.145,-1.522,-1.611,-0.123,2.978,2.758,0.131,0.088,3.500,9.670,-2.162,0
1990,4,1.977,1.422,1.285,-0.080,-0.093,-1.467,-1.574,-0.077,2.996,2.749,0.137,0.107,3.510,9.700,-2.114,0
1990,5,2.126,1.529,1.383,0.020,0.011,-1.361,-1.501,0.014,3.033,2.743,0.149,0.140,3.600,9.770,-2.022,0
1990,6,2.169,1.508,1.355,0.014,0.005,-1.348,-1.473,0.017,2.981,2.701,0.155,0.125,3.660,9.840,-1.842,0
1990,7,1.949,1.477,1.319,-0.004,-0.016,-1.352,-1.464,0.008,2.941,2.670,0.162,0.113,3.690,9.840,-1.797,0
1990,8,1.809,1.477,1.328,0.020,0.011,-1.306,-1.382,0.048,2.859,2.633,0.152,0.076,3.650,9.810,-1.745,0
1990,9,,1.450,1.340,0.017,0.020,-1.297,-1.382,0.032,2.832,2.637,0.110,0.085,,,,11
1990,10,,1.447,1.340,0.011,0.005,-1.330,-1.419,0.014,2.865,2.670,0.107,0.088,,,,11
1990,11,2.221,1.517,1.376,0.023,0.014,-1.348,-1.486,0.017,3.002,2.725,0.140,0.137,3.520,9.690,-1.861,0
1990,12,2.535,1.474,1.322,-0.059,-0.065,-1.452,-1.592,-0.059,3.069,2.774,0.155,0.143,3.550,9.750,-2.089,0
1991,1,2.020,1.504,1.319,-0.044,-0.047,-1.412,-1.513,-0.004,3.021,2.731,0.189,0.104,3.540,9.730,-2.199,0
1991,2,1.946,1.428,1.285,-0.050,-0.062,-1.409,-1.495,-0.032,2.923,2.694,0.143,0.085,3.540,9.700,-2.156,0
1991,3,2.029,1.568,1.444,0.069,0.063,-1.321,-1.400,0.084,2.972,2.765,0.125,0.079,3.550,9.710,-1.894,0
1991,4,1.949,1.471,1.352,-0.004,-0.013,-1.382,-1.489,-0.007,2.960,2.734,0.119,0.107,3.600,9.750,-1.854,0
1991,5,2.044,1.504,1.355,0.023,0.014,-1.324,-1.461,0.023,2.966,2.676,0.152,0.137,3.590,9.740,-1.876,0
1991,6,2.123,1.556,1.395,0.051,0.041,-1.312,-1.440,0.057,2.996,2.704,0.162,0.128,3.590,9.770,-2.022,0
1991,7,2.090,1.529,1.376,0.029,0.020,-1.336,-1.440,0.044,2.969,2.713,0.152,0.104,3.580,9.760,-1.946,0
1991,8,2.059,1.532,1.386,0.020,0.011,-1.364,-1.446,0.044,2.981,2.749,0.149,0.082,3.550,9.730,-1.885,0
1991,9,1.876,1.483,1.343,-0.013,-0.023,-1.385,-1.480,0.002,2.963,2.728,0.140,0.094,3.560,9.690,-1.879,0
1991,10,2.376,1.517,1.379,0.035,0.023,-1.330,-1.443,0.035,2.960,2.710,0.137,0.113,3.550,9.720,-1.854,0
1991,11,2.138,1.575,1.447,0.014,-0.001,-1.449,-1.583,-0.004,3.158,2.899,0.128,0.134,3.530,9.680,-2.089,0
1991,12,2.221,1.568,1.395,0.005,-0.007,-1.406,-1.525,0.020,3.094,2.798,0.177,0.119,3.520,9.700,-2.053,0
1992,1,2.087,1.565,1.404,0.023,0.014,-1.376,-1.458,0.054,3.024,2.777,0.165,0.082,3.560,9.700,-2.104,0
1992,2,2.053,1.541,1.404,0.017,0.008,-1.391,-1.483,0.029,3.024,2.795,0.137,0.088,3.500,9.670,-2.028,0
1992,3,2.032,1.480,1.367,-0.001,-0.010,-1.388,-1.455,0.014,2.935,2.755,0.113,0.067,3.590,9.740,-2.034,0
1992,4,1.864,1.489,1.376,-0.004,-0.013,-1.400,-1.489,0.002,2.978,2.777,0.116,0.085,3.540,9.690,-1.970,0
1992,5,1.831,1.508,1.364,-0.020,-0.029,-1.425,-1.534,-0.013,3.042,2.786,0.146,0.110,3.600,9.740,-1.937,0
1992,6,2.020,1.642,1.471,0.063,0.057,-1.361,-1.473,0.084,3.115,2.832,0.171,0.113,3.550,9.710,-1.891,0
1992,7,2.068,1.620,1.462,0.035,0.023,-1.419,-1.510,0.054,3.130,2.880,0.158,0.094,3.540,9.700,-2.098,0
1992,8,2.111,1.556,1.437,-0.004,-0.010,-1.458,-1.516,0.020,3.072,2.896,0.119,0.058,3.550,9.740,-1.998,0
1992,9,1.965,1.447,1.334,-0.056,-0.068,-1.470,-1.537,-0.047,2.987,2.804,0.113,0.067,3.600,9.760,-2.071,0
1992,10,1.986,1.468,1.346,-0.010,-0.020,-1.385,-1.483,-0.007,2.950,2.734,0.122,0.094,3.540,9.720,-1.970,0
1992,11,2.077,1.447,1.315,-0.038,-0.044,-1.406,-1.510,-0.032,2.957,2.722,0.131,0.104,3.560,9.740,-1.842,0
1992,12,2.196,1.468,1.334,-0.023,-0.032,-1.397,-1.510,-0.020,2.981,2.731,0.137,0.113,3.550,9.720,-2.156,0
1993,1,1.898,1.477,1.310,-0.065,-0.077,-1.464,-1.549,-0.034,3.027,2.774,0.168,0.085,3.540,9.690,-2.131,0
1993,2,1.999,1.541,1.432,0.014,-0.013,-1.455,-1.522,0.008,3.060,2.883,0.110,0.067,3.540,9.740,-2.247,0
1993,3,2.141,1.452,1.342,-0.074,-0.091,-1.524,-1.619,-0.083,3.071,2.866,0.110,0.095,3.520,9.670,-2.181,0
1993,4,2.081,1.630,1.523,0.066,0.051,-1.424,-1.516,0.057,3.146,2.947,0.107,0.091,3.520,9.690,-2.214,0
1993,5,2.051,1.624,1.496,0.030,0.014,-1.464,-1.567,0.030,3.191,2.960,0.131,0.104,3.560,9.680,-2.080,0
1993,6,1.971,1.599,1.456,-0.004,-0.016,-1.485,-1.616,-0.007,3.216,2.941,0.143,0.131,3.580,9.700,-1.945,0
1993,7,1.962,1.630,1.484,0.045,0.036,-1.415,-1.525,0.054,3.155,2.899,0.146,0.110,3.600,9.750,-1.884,0
1993,8,1.959,1.554,1.435,0.024,0.014,-1.406,-1.488,0.033,3.042,2.844,0.119,0.082,3.580,9.740,-1.918,0
1993,9,2.066,1.514,1.417,0.017,0.002,-1.412,-1.494,0.011,3.005,2.829,0.094,0.082,3.570,9.730,-2.037,0
1993,10,2.084,1.495,1.373,-0.016,-0.023,-1.422,-1.519,-0.013,3.014,2.795,0.122,0.098,3.580,9.760,-2.168,0
1993,11,2.084,1.459,1.328,-0.059,-0.071,-1.470,-1.595,-0.068,3.054,2.798,0.131,0.125,3.570,9.720,-2.120,0
1993,12,2.145,1.575,1.422,0.014,0.005,-1.409,-1.534,0.020,3.109,2.832,0.152,0.125,3.510,9.660,-1.870,0
